customer_id,run_id,num_baristas,arrival_time,service_start,service_end,waiting_time,service_time,system_time
1,0,2,0.4164,0.4164,1.0401,0.0,0.6237,0.6237
2,0,2,1.5573,1.5573,5.9662,0.0,4.4089,4.4089
3,0,2,9.1805,9.1805,10.8544,0.0,1.6739,1.6739
4,0,2,10.7896,10.7896,14.0756,0.0,3.286,3.286
5,0,2,10.8857,10.8857,17.6736,0.0,6.7879,6.7879
7,0,2,22.7515,22.7515,24.7627,0.0,2.0111,2.0111
8,0,2,24.066,24.7627,26.0723,0.6966,1.3096,2.0062
6,0,2,22.085,22.085,26.6716,0.0,4.5866,4.5866
9,0,2,25.6753,26.0723,31.6091,0.397,5.5368,5.9337
11,0,2,28.0178,31.6091,31.8542,3.5912,0.2452,3.8364
12,0,2,28.0478,31.8542,34.6563,3.8065,2.8021,6.6086
10,0,2,25.8515,26.6716,34.8859,0.8201,8.2144,9.0344
13,0,2,31.4414,34.6563,36.4842,3.2149,1.8279,5.0427
15,0,2,39.311,39.311,44.1582,0.0,4.8472,4.8472
14,0,2,38.5531,38.5531,47.0159,0.0,8.4628,8.4628
16,0,2,40.1304,44.1582,47.1543,4.0278,2.9961,7.0239
17,0,2,41.3744,47.0159,47.8585,5.6415,0.8426,6.484
19,0,2,48.2218,48.2218,48.4728,0.0,0.251,0.251
18,0,2,47.7047,47.7047,55.6767,0.0,7.972,7.972
20,0,2,50.2394,50.2394,57.5906,0.0,7.3512,7.3512
22,0,2,57.5977,57.5977,58.9905,0.0,1.3928,1.3928
21,0,2,51.8498,55.6767,59.2118,3.8269,3.5351,7.362
23,0,2,58.3089,58.9905,61.1263,0.6816,2.1358,2.8175
24,0,2,60.7615,60.7615,62.0315,0.0,1.27,1.27
25,0,2,63.5443,63.5443,67.6503,0.0,4.106,4.106
27,0,2,69.4332,69.4332,69.734,0.0,0.3008,0.3008
26,0,2,67.6883,67.6883,70.1669,0.0,2.4786,2.4786
28,0,2,72.9492,72.9492,74.5674,0.0,1.6182,1.6182
30,0,2,76.7339,76.7339,77.9717,0.0,1.2378,1.2378
29,0,2,74.1284,74.1284,78.6974,0.0,4.569,4.569
32,0,2,80.2268,80.2268,85.809,0.0,5.5822,5.5822
31,0,2,77.4865,77.9717,87.966,0.4852,9.9944,10.4796
34,0,2,85.9621,87.966,88.4362,2.0039,0.4702,2.4741
33,0,2,81.8981,85.809,91.8625,3.9109,6.0536,9.9644
36,0,2,90.6224,91.8625,92.3101,1.2402,0.4476,1.6877
35,0,2,88.1021,88.4362,92.7445,0.3341,4.3083,4.6424
37,0,2,96.8527,96.8527,98.1389,0.0,1.2862,1.2862
38,0,2,98.9875,98.9875,101.4612,0.0,2.4737,2.4737
39,0,2,102.24,102.24,107.9435,0.0,5.7034,5.7034
41,0,2,103.7511,107.9435,109.0859,4.1924,1.1425,5.3349
40,0,2,103.6582,103.6582,109.2242,0.0,5.566,5.566
42,0,2,103.9089,109.0859,109.6308,5.1771,0.5449,5.722
43,0,2,105.1089,109.2242,109.8825,4.1153,0.6583,4.7736
44,0,2,115.1216,115.1216,115.9359,0.0,0.8144,0.8144
46,0,2,116.4907,116.4907,118.4809,0.0,1.9902,1.9902
45,0,2,115.4582,115.4582,120.6374,0.0,5.1792,5.1792
48,0,2,119.9602,120.6374,122.2491,0.6771,1.6118,2.2889
49,0,2,120.9599,122.2491,123.8667,1.2893,1.6175,2.9068
47,0,2,118.2173,118.4809,123.9169,0.2636,5.436,5.6996
51,0,2,129.5331,129.5331,130.2394,0.0,0.7062,0.7062
50,0,2,121.9344,123.8667,131.6612,1.9323,7.7946,9.7268
53,0,2,135.2163,135.2163,135.5312,0.0,0.3149,0.3149
52,0,2,130.6428,130.6428,136.4843,0.0,5.8414,5.8414
54,0,2,142.2518,142.2518,144.5648,0.0,2.313,2.313
56,0,2,144.1768,144.5648,145.1934,0.388,0.6286,1.0166
57,0,2,148.8536,148.8536,149.7524,0.0,0.8988,0.8988
55,0,2,143.6036,143.6036,150.5714,0.0,6.9679,6.9679
58,0,2,151.5419,151.5419,154.7003,0.0,3.1584,3.1584
59,0,2,152.6966,152.6966,155.2362,0.0,2.5396,2.5396
61,0,2,157.8235,157.8235,158.3768,0.0,0.5533,0.5533
62,0,2,158.0624,158.3768,159.2048,0.3144,0.828,1.1424
60,0,2,155.3713,155.3713,162.3138,0.0,6.9426,6.9426
64,0,2,167.5391,167.5391,169.6929,0.0,2.1539,2.1539
63,0,2,164.7504,164.7504,173.4017,0.0,8.6513,8.6513
66,0,2,179.1197,179.1197,179.1598,0.0,0.0401,0.0401
65,0,2,177.5813,177.5813,185.9772,0.0,8.3959,8.3959
68,0,2,183.8197,185.9772,188.1484,2.1575,2.1712,4.3287
67,0,2,183.742,183.742,192.5553,0.0,8.8133,8.8133
70,0,2,186.0942,192.5553,196.8914,6.4611,4.3361,10.7972
71,0,2,189.0411,196.8914,202.0788,7.8503,5.1874,13.0377
72,0,2,191.5271,202.0788,203.0177,10.5517,0.9389,11.4906
73,0,2,198.5419,203.0177,204.8552,4.4758,1.8375,6.3134
74,0,2,202.3491,204.8552,207.3313,2.5061,2.4761,4.9822
75,0,2,203.5754,207.3313,207.5487,3.7559,0.2174,3.9733
76,0,2,204.224,207.5487,208.4343,3.3247,0.8856,4.2103
69,0,2,184.4887,188.1484,210.0646,3.6597,21.9162,25.5759
77,0,2,206.9261,208.4343,211.2518,1.5082,2.8175,4.3257
79,0,2,210.0735,211.2518,213.2475,1.1783,1.9957,3.174
80,0,2,211.3886,213.2475,213.4017,1.8589,0.1542,2.0131
78,0,2,208.3441,210.0646,216.901,1.7205,6.8364,8.5569
81,0,2,221.17,221.17,221.7785,0.0,0.6085,0.6085
82,0,2,223.241,223.241,223.9335,0.0,0.6925,0.6925
84,0,2,227.6532,227.6532,227.9239,0.0,0.2707,0.2707
